Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
1.......7....2..1.4......53.52.783.....3.5..8....4.....3.71......5..4.61....62...,128453697563927814479681253952178346746395128381246975634719582295834761817562439,25,59,11,0,0,2,0,2,2,Expert,
2..9.3..5.396...8...712..6.9..7....1..821.7........85..5.....1.....3..97...8.....,216983475439657182587124963945768321368215749172349856753496218824531697691872534,27,38,16,2,0,0,0,0,0,Intermediate,
....47..27..2.5.3....6..4....5..4.......3..5..2..7.9..3..8..5..25.....648....27..,586347192794215638132689475975124386418936257623578941347861529251793864869452713,26,30,23,4,0,0,0,2,0,Expert,
78....4..2.4.........3...85..1..87...479.....9....3......4....9..3..2...42..351.7,785219436234586971196374285351648792847921653962753814518467329673192548429835167,26,38,16,0,0,1,0,1,0,Expert,
8..5.4...42..19....1..6..8.5....89...4.........3......3.1...4...94...2.6......5.1,836574129427819365915362784572648913649231857183957642351726498794185236268493571,24,41,19,0,0,0,0,2,2,Expert,
.1.5.9.8...3...912...7..3.....9.386.....7...97....6.....6.........8.753....1.5..8,214539786573648912689712345142953867368271459795486123856394271921867534437125698,26,38,17,0,0,0,0,0,0,Easy,
58..9.........3.....6.5.9.....81.43.4..9..5.16..5....9.2..4...5.53.2...........8.,582496317149783652376251948295817436438962571617534829821349765753628194964175283,25,37,19,2,0,0,0,0,0,Intermediate,
2....4...........37......5.....8..4.......3.13..94.7....3..157.....28..4.15..9.28,256394817148657293739812456672183945594276381381945762823461579967528134415739628,25,47,8,2,0,4,0,1,0,Expert,
.1.........715..8.5...4.9....2....911..4...58..4...3....53...4..3..12..........7.,916287534347159682528643917762835491193426758854971326275368149439712865681594273,24,41,16,0,0,0,0,0,0,Easy,
...32..9......812...45.....1.247...9.......18..7..5......28..3..9...4....7....481,718326594659748123324591867182473659435962718967815342541287936896134275273659481,26,36,18,1,0,1,0,1,0,Expert,
.6....27817.....6......6.........8.47...84.1..3.1...25.......53.1.......4...7.1..,569341278173825469248796531621537894795284316834169725987412653312658947456973182,24,59,9,1,1,0,0,4,4,Expert,
.9..6.5.....145...1....8...457.9......9.7...8.....4....7........6145..8....3867..,894762531736145829125938674457891263219673458683524197578219346361457982942386715,26,38,17,0,0,0,0,0,0,Easy,
..1..7..4.......1.6...5...23.........6.....25.97..4..3.35.6.1..7.....5.6.....1...,821937654953426718674158392342685971168793425597214863235869147719342586486571239,23,40,27,0,0,0,0,3,2,Expert,
37........1..43...5......7.8.6.2..1.2.....8...4.5.............3.2.1.7.6..653...4.,379815426612743589584296371836924715257631894941578632798462153423157968165389247,24,53,15,3,1,5,1,2,2,Expert,
...4..8...6...7..18.43.2.67..3.7..24......6.......9...62.....1.....9...24....893.,271465893365987241894312567983576124542831679716249385629753418138694752457128936,26,42,13,0,0,0,0,0,0,Easy,
97...........6....86.75.9.......6.8435.....6...7..3.....5..9.432...8..5.........9,972348516531962478864751932129576384358294167647813295715629843293487651486135729,24,30,27,3,0,0,0,0,0,Intermediate,
......364.8..6.....315..8....6.7....3..82.....4...56..........1.17...538......47.,759218364284369715631547892896471253375826149142935687563784921417692538928153476,25,42,14,0,0,0,0,0,0,Easy,
.....1....3......128...7.9...47...1.....35.2881.2....97...23.....29.8..5.........,465891237937652841281347596524789613679135428813264759796523184142978365358416972,25,30,32,2,0,0,0,2,2,Expert,
2.4..6.379...1...5.......6......75.....4..31.....2...6....5...14..29....65...1.43,214586937967312485538749162896137524725468319143925876382654791471293658659871243,26,55,0,0,0,0,0,0,0,Simple,
...9.3.473.8..2......1...............4..1..93..95.7..2..........127.5...5.743....,261953847378642915954178236726394158845216793139587462693821574412765389587439621,24,49,8,0,0,0,0,0,0,Easy,
9.35.78.1.....95..4......3.......3.5..183..9...47....6..6...7.4........8..7...15.,923567841618349572475281639769412385251836497384795216136958724542173968897624153,26,47,8,0,0,0,0,0,0,Easy,
...84.......7.6..3.....1.....3....54.541.36.7.2.6...8.3.7.....8...2..........71.5,631842579542796813978531462163978254854123697729654381317465928485219736296387145,25,52,4,0,0,0,0,0,0,Easy,
.4....3....5..9....9.32.1..2871......1.28.............47.9......3.57..42.....1.8.,741856329325719864896324175287193456614285793953647218478962531139578642562431987,25,44,12,0,0,0,0,0,0,Easy,
46..98.3..1.......58.61..9......2...9...541......6....2..3...8.....49...1.....45.,462798531319425768587613294751932846926854173834167925245371689678549312193286457,25,63,16,4,3,1,0,7,8,Expert,
4.....2.6.86.......5....43..9...2....387...4.5.7.9...2....8.96....5.3...7......58,473915286186234795952876431691452873238761549547398612325187964869543127714629358,26,33,21,0,0,0,0,1,0,Expert,
...64...7.....2..64...5.9....18...9..57.....4.............76.2.19...8...5...2..4.,329641587715982436468357912241865793957213864683794251834576129192438675576129348,23,39,19,0,0,0,0,0,0,Easy,
.9.1..6.818.4...9.7...2.......9.72.5........14.62.17..8....5............2.....5..,594173628182456397763829154318967245927534861456281739831695472645712983279348516,24,60,5,1,0,0,0,2,2,Expert,
.2.75...3......5.6...93.1..9..5.4.....3.2.9.....1....7...........941.7...61....34,128756493397241586654938172976584321413627958285193647742365819839412765561879234,25,33,23,0,0,0,0,0,0,Easy,
........1.7..8....3....4....3..2....74..63...8...7..29.......4.......183.2..3867.,264597831571382496398614257935821764742963518816475329183756942657249183429138675,24,44,13,0,0,0,0,0,0,Easy,
.9.1..24.8..74.........26..92...8.14...5......479......74.........81....1.5.....7,796185243832746159451392678923678514618534792547921386374259861269817435185463927,25,56,0,0,0,0,0,0,0,Simple,
.9.47.......13....2....6.....3.4.....4.6.9.....1..82..4.6...7.9.1....6...7.8...1.,195472368684135927237986451523741896748629135961358274456213789812597643379864512,24,41,14,3,0,1,1,2,0,Expert,
1..654..9..........46..1.....9.45........7.52......7.3.2...6.1...1.......639.2...,172654839395728164846391527739245681614837952258169743927486315481573296563912478,24,311,67,5,3,11,2,27,46,Expert,
.1..45..3..92.......8..72....2..1.............8...94.2...5....9843.9...1..17.8...,216945873579283146438167295762451938394826517185379462627514389843692751951738624,25,47,9,1,0,0,0,0,0,Intermediate,
3.......1.92...3.....9.8.....13..57......1......8.2..3.8...36.292...5...7..1...9.,378246951492517386516938724241369578837451269659872413185793642924685137763124895,25,58,33,0,1,2,0,4,6,Expert,
....764.1...1.......9.58.....6..4.......9..8....3.57..49....1...75.3.8.43......6.,853976421764123958219458673536784219147692385982315746498567132675231894321849567,25,41,15,0,0,0,0,0,0,Easy,
5968...........1.5.......2.1.5..2.8..48.6...2..3......3.9...45......8..94...3.6..,596821743832647195714359826165792384948163572273584961389216457651478239427935618,25,50,13,0,0,2,0,5,2,Expert,
3.2............6.2....8.4.3..3.9...1..87....9.7.3.82..9..4..16.4...7..9..6.......,352641987784953612196287453643592871218764539579318246937425168421876395865139724,25,44,11,0,3,3,0,1,0,Expert,
.....7.......5...3...6.41...8...1...3....26..61.4...72...14......8...3..5.3.78..4,956317248421859763837624195285761439374982651619435872792143586148596327563278914,25,41,18,0,0,0,0,2,2,Expert,
..38.......4....53.68...42......3......1..5......276.1....641.8..6.813.....2.....,573842916214976853968315427147653289632198574859427631325764198796581342481239765,25,46,10,0,0,0,0,0,0,Easy,
...4...7.6.28.......7..12......685.1..32....8.........1...4..8.7.4..21..8...5...4,351426879642897315987531246479368521513274968268915437135749682794682153826153794,25,41,15,1,0,5,0,0,0,Intermediate,
.....17..3......495..6....1......63.6157.3.8.........785....97.137............3.4,248951763361287549579634821792148635615793482483526197854312976137469258926875314,26,48,7,0,0,0,0,0,0,Easy,
...........4.2..17....8........6.4.1....7.65.8..5.9.....6..458.9......74.7..981.2,182637945634925817597481236753862491249173658861549723326714589918256374475398162,26,47,8,0,0,0,0,0,0,Easy,
.3491.27...2.5...95......4.....42.3...........5.1.37.6.............3796....62...3,834916275712354689569278341691742538273865194458193726326589417185437962947621853,26,38,15,1,1,1,1,2,0,Expert,
.6.8.5..2.5.4..9...3.2..6....8....6.5...3....3....1...4.....51.1....8.......2..98,764895132251463987839217645918542763547936821326781459482379516193658274675124398,24,37,19,0,0,2,0,1,0,Expert,
...4.9....4.............51.3.12...4....1...7.275........4..57.3.6..4...29...3..6.,538419627147562389629387514381276945496153278275894136814625793763941852952738461,24,37,20,0,0,0,0,0,0,Easy,
....69....65.....3...5......37....949.6......1..2.36.7.4.6....1.......2....15.7..,418369275765482913392571468237816594986745132154293687849627351571934826623158749,24,62,18,2,1,1,1,2,2,Expert,
.71......92....3..468...91....2.94.1.....8..6......72....7...8......46..6..83.1.7,371942865925681374468357912856279431237418596149563728514796283783124659692835147,27,49,5,1,0,0,0,0,0,Intermediate,
.7..58.4..85.1.32...42..6..3...2.4.....1.6.....2.83...8.....2.65...7......1....5.,273658149685419327194237685319725468758146932462983571837594216526371894941862753,27,98,34,3,1,0,1,13,14,Expert,
9...85.7........5..3.......7.........12.3.96..9.526.8..6.....9.2.3.6.7...5...2.3.,921485376478613259635279841786194523512837964394526187867351492243968715159742638,26,49,6,0,0,0,0,0,0,Easy,
....36...74.8.5...5.37.4...3.....849..9.......7....3..4...739.69....82........5.3,298136457741895632563724198312657849859342761674981325485273916936518274127469583,27,42,26,0,0,0,0,6,6,Expert,
..81.7..4.6.42.31.....9.8..6..7....8....361.92.7................723..94........2.,328157694965428317741693852619745238854236179237819465493562781572381946186974523,26,43,17,1,0,3,1,2,2,Expert,
.854....2....9.4.....7.8..1...2...47......5...7.8.......2..7....4.12.9..7..6.4.18,385416792617592483924738651531269847468371529279845136152987364846123975793654218,26,35,20,2,1,2,0,0,0,Intermediate,
94.5.....7..18...4.......8.....5........6.75912....8........46..51....98..7.4.1..,948523671736189524512674983679458312384261759125397846293815467451736298867942135,25,41,15,0,0,0,0,0,0,Easy,
.6...3...78..4..........5.4.98..46..6.5.9.7.23...5...8...7....6...........7..84.9,564183297782945163913627584298374651645891732371256948459732816826419375137568429,25,36,20,1,0,0,0,0,0,Intermediate,
..63..98....48...75.........24.6.7.3.7..38.9....74.....3....4......9..5........6.,746315982291486537583927146824569713175238694369741825638152479417693258952874361,24,51,15,1,1,5,0,3,2,Expert,
4..6.73...5....6.2...4....9.35...2.......9...174....3......3...72.......346.7..1.,492657381857391642613428579935814267268739154174265938589143726721586493346972815,25,36,20,0,0,0,0,0,0,Easy,
...54...75......216....2...924..6....6...93...........1...37.5....2...6..7.6...43,219543687537968421648172935924316578765829314381754296196437852453281769872695143,25,35,20,3,1,4,1,1,0,Expert,
..5..............619....7...7....9.....4.2.53..4..6...7..1.5.4...96....153.2....7,645721398287953416193864725372518964916472853854396172768135249429687531531249687,24,54,28,3,0,2,1,4,6,Expert,
..9.5.8..75..9......421.9..38..2....2....95.....5...........18..41.3...9...8....7,129457863758693412634218975385124796216379548497586231573962184841735629962841357,25,47,9,0,0,0,0,0,0,Easy,
...9...3.7...438........5.....8......371.54....1..4...5.....7.8....293..21..3..4.,184957236752643819369281574645872193937165482821394657593416728478529361216738945,25,38,18,0,0,0,0,0,0,Easy,
5.....7..7.....685.....9......1.6...6.49.8.5........7.4.....3...31..5.9..6.3...18,542681739719432685386759241953176824674928153128543976495817362831265497267394518,25,39,17,0,0,3,0,0,0,Intermediate,
...6........2..841......25..4.3217.......4.2..7........2..374..51......278....53.,251648397637295841498713256849321765165874923372956184926537418513489672784162539,26,54,1,0,0,0,0,0,0,Easy,
..8......29..64......1......4...9..8....2.4.....8.532..2.48..6.6...........6..519,358297146291564837476138952542319678183726495769845321925481763617953284834672519,24,38,18,2,0,0,0,1,0,Expert,
..9.54........6.7.7......4.9....3....4.....688.36...2.5.43.879...249..8.....6....,189754632425936871736812549967283415241579368853641927514328796672495183398167254,27,60,7,2,0,4,0,2,2,Expert,
.3...2.417.9....3..4..5..98987...........9....51.8.3.....9....5......4....8.31.2.,835792641719864532246153798987316254623549817451287369364928175192675483578431926,26,61,23,4,0,5,0,8,6,Expert,
......4..91.58....6.5................34.958..8..1..2...86.519.2...2.61.......8...,728369451913584726645712389591827643234695817867143295386451972459276138172938564,25,47,7,3,0,3,0,2,0,Expert,
28..7..1.16..3..7...7.8...46..4...3..7.21..6........5......7....4.8653.1.....1...,289674513164532879357189624621458937975213468438796152513947286742865391896321745,27,43,11,2,0,0,0,0,0,Intermediate,
8....9.2..2...64.9.5.4.....3.....1.41486...9.5.....6...............1..53..9....6.,864179325723586419951423876376295184148637592592841637235768941687914253419352768,24,47,10,0,0,0,0,0,0,Easy,
57...91.8..6..5..781...3...7............38....61...5.....9.6...6...5193..98.2....,573469128926185347814273695789514263452638719361792584235946871647851932198327456,27,29,25,1,0,0,0,0,0,Intermediate,
1.52...7.9.4.37.5.3..1.59.4..2.....77.3..9..55....61.........19......4.........63,185294376924637851376185924812543697763819245549726138458362719637951482291478563,28,48,5,1,0,0,0,0,0,Intermediate,
.8.96.4.......8.....1..7.......2..67.6....5815...1...9.....1..4.9.....5.7.8..2..6,387965412426138975951247638814529367269473581573816249635791824192684753748352196,25,72,14,2,1,2,0,2,2,Expert,
4...81.........2.1...64.5..7..........1.59.86...8.417....9.2.1..7.....25.....54..,435281769867593241912647538783126954241759386596834172654972813379418625128365497,26,44,11,0,0,0,0,0,0,Easy,
2.4..5.........3.97....3.2491.4.87.2...3..1......17.4..73.......2...18..5...9....,234975681685142379791863524916458732847329156352617948173286495429531867568794213,27,48,23,1,1,2,2,3,2,Expert,
3....7.62.....19.8..1..8..7.....6....2.13....7..8........2.......8.7..59..6...3..,389547162572361948641928537194756823825134796763892415937215684418673259256489371,23,65,30,0,0,5,0,8,10,Expert,
....7......28...431....6..9.2....46.46.....1.8.....3..67..318....462......3......,546379182792815643138246759327198465469753218851462397675931824984627531213584976,25,49,14,4,0,0,0,4,2,Expert,
..5..8...7...3...824...65........3....9..4..2..6....4..2..85....87.6.....9...37.6,935148627761532498248976531472891365319654872856327149623785914187469253594213786,25,45,11,0,0,0,0,0,0,Easy,
.7......2...6...949....8....9..21.4......9.....175.....87.9....24.....5..5.26..79,574913682318672594962548317896321745735489261421756938687195423249837156153264879,26,39,16,0,0,0,0,0,0,Easy,
.3...254..2..1...6.....4.9......9...9.2..5......4.....8.6..14.2...9...18..1.5.3..,637892541429513876185674293564329187972185634318467925896731452253946718741258369,25,87,19,2,1,1,1,9,14,Expert,
2....7..1.1...9.4.....2.97.7....4..6.....68..........29.6.8..2..85.....4..4.6.1..,298547631517639248643128975752814396439256817861973452976481523185392764324765189,25,40,16,1,0,0,0,0,0,Intermediate,
485...2...92....17..18..9.....984......5........23...9..947..213..1..7.5.....3...,485719236692345817731826954153984672924567183876231549569478321348192765217653498,28,50,3,0,0,0,0,0,0,Easy,
5...49..1....1.3.....85..........12......2.85..9.....7..4....9..3....8.2185...4..,578349261496217358312856749863795124741632985259481637624178593937564812185923476,24,46,11,0,0,0,0,0,0,Easy,
..8....95..2....6.......2.....2....1...9..75...3.768......9..13.3.81....2.6.57..8,648723195592148367371569284769285431824931756153476829487692513935814672216357948,26,44,10,1,0,0,0,1,0,Expert,
